"PS code, 2020",California Census tracts ,"Number of people in state prison from each Census tract, 2020","Census population, 2020","Total population, 2020","Imprisonment rate per 100,000"
6037119341,"Los Angeles County, Census Tract 1193.41",10,"2,867","2,877",348
6037119342,"Los Angeles County, Census Tract 1193.42",16,"3,076","3,092",517
6037119400,"Los Angeles County, Census Tract 1194",11,"4,881","4,892",225
6037119700,"Los Angeles County, Census Tract 1197",13,"4,893","4,906",265
6037119801,"Los Angeles County, Census Tract 1198.01",5,"2,933","2,938",170
6037119802,"Los Angeles County, Census Tract 1198.02",10,"3,016","3,026",330
6037119900,"Los Angeles County, Census Tract 1199",16,"4,774","4,790",334
6037120010,"Los Angeles County, Census Tract 1200.1",10,"2,892","2,902",345
6037120020,"Los Angeles County, Census Tract 1200.2",14,"4,037","4,051",346
6037120030,"Los Angeles County, Census Tract 1200.3",15,"2,591","2,606",576
6037120103,"Los Angeles County, Census Tract 1201.03",13,"3,123","3,136",415
6037120104,"Los Angeles County, Census Tract 1201.04",18,"2,327","2,345",768
6037120105,"Los Angeles County, Census Tract 1201.05",10,"2,855","2,865",349
6037120106,"Los Angeles County, Census Tract 1201.06",20,"4,377","4,397",455
6037120107,"Los Angeles County, Census Tract 1201.07",14,"3,760","3,774",371
6037120108,"Los Angeles County, Census Tract 1201.08",23,"5,263","5,286",435
6037120300,"Los Angeles County, Census Tract 1203",19,"5,550","5,569",341
6037120400,"Los Angeles County, Census Tract 1204",27,"6,614","6,641",407
6037121010,"Los Angeles County, Census Tract 1210.1",13,"4,693","4,706",276
6037121020,"Los Angeles County, Census Tract 1210.2",13,"3,781","3,794",343
6037121101,"Los Angeles County, Census Tract 1211.01",14,"2,936","2,950",475
6037121102,"Los Angeles County, Census Tract 1211.02",10,"2,846","2,856",350
6037121210,"Los Angeles County, Census Tract 1212.1",10,"3,182","3,192",313
6037121221,"Los Angeles County, Census Tract 1212.21",9,"2,147","2,156",417
6037121222,"Los Angeles County, Census Tract 1212.22",10,"5,376","5,386",186
6037121600,"Los Angeles County, Census Tract 1216",16,"2,996","3,012",531
6037121801,"Los Angeles County, Census Tract 1218.01",12,"3,854","3,866",310
6037121802,"Los Angeles County, Census Tract 1218.02",17,"3,192","3,209",530
6037121900,"Los Angeles County, Census Tract 1219",15,"3,921","3,936",381
6037122000,"Los Angeles County, Census Tract 1220",17,"5,289","5,306",320
6037122120,"Los Angeles County, Census Tract 1221.2",24,"4,559","4,583",524
6037122121,"Los Angeles County, Census Tract 1221.21",12,"2,629","2,641",454
6037122122,"Los Angeles County, Census Tract 1221.22",4,"2,750","2,754",145
6037122200,"Los Angeles County, Census Tract 1222",12,"4,064","4,076",294
6037122410,"Los Angeles County, Census Tract 1224.1",13,"3,824","3,837",339
6037122420,"Los Angeles County, Census Tract 1224.2",24,"4,623","4,647",516
6037123010,"Los Angeles County, Census Tract 1230.1",16,"4,253","4,269",375
6037123020,"Los Angeles County, Census Tract 1230.2",10,"3,177","3,187",314
6037123103,"Los Angeles County, Census Tract 1231.03",17,"4,285","4,302",395
6037123104,"Los Angeles County, Census Tract 1231.04",13,"4,309","4,322",301
6037123203,"Los Angeles County, Census Tract 1232.03",16,"3,508","3,524",454
6037123204,"Los Angeles County, Census Tract 1232.04",9,"3,125","3,134",287
6037123205,"Los Angeles County, Census Tract 1232.05",9,"2,503","2,512",358
6037123206,"Los Angeles County, Census Tract 1232.06",7,"2,857","2,864",244
6037123301,"Los Angeles County, Census Tract 1233.01",11,"4,424","4,435",248
6037123303,"Los Angeles County, Census Tract 1233.03",9,"3,091","3,100",290
6037123304,"Los Angeles County, Census Tract 1233.04",13,"4,518","4,531",287
6037123410,"Los Angeles County, Census Tract 1234.1",14,"3,967","3,981",352
6037123420,"Los Angeles County, Census Tract 1234.2",18,"4,481","4,499",400
6037123510,"Los Angeles County, Census Tract 1235.1",9,"4,938","4,947",182
6037123520,"Los Angeles County, Census Tract 1235.2",10,"2,669","2,679",373
6037123601,"Los Angeles County, Census Tract 1236.01",11,"4,985","4,996",220
6037123602,"Los Angeles County, Census Tract 1236.02",5,"3,433","3,438",145
6037123700,"Los Angeles County, Census Tract 1237",7,"4,142","4,149",169
6037123800,"Los Angeles County, Census Tract 1238",16,"5,757","5,773",277
6037123901,"Los Angeles County, Census Tract 1239.01",12,"4,621","4,633",259
6037123902,"Los Angeles County, Census Tract 1239.02",6,"2,596","2,602",231
6037124000,"Los Angeles County, Census Tract 1240",5,"4,786","4,791",104
6037124102,"Los Angeles County, Census Tract 1241.02",12,"3,627","3,639",330
6037124103,"Los Angeles County, Census Tract 1241.03",10,"1,857","1,867",536
6037124104,"Los Angeles County, Census Tract 1241.04",5,"2,519","2,524",198
6037124105,"Los Angeles County, Census Tract 1241.05",15,"2,425","2,440",615
6037124201,"Los Angeles County, Census Tract 1242.01",11,"3,391","3,402",323
